632,As 2,S,,3,2.062,300.0,,2,2,5,I,I,,,713
633,As 2S,,,3,2.21,300.0 -6.70e-04,,2,2,5,D,I,,,236
634 As,2,S,,3,2.23,300.0,,2,2,5,D,I,,,713
635,As 2,S,,3,2.48,300.0,,2,1,4,U,,,,611
636,As 2,S,,3,2.56,300.0 -1.40e-03,,2,2,3,U,,,,368
637,As 2,S,,3,2.355,403.0,,2,2,3,I,I,,,"252 POLARIZED E -L C, PHONON"
"",,,,,,,,,,,,,,,ASSISTED TRANSITION.
638,As 2,S,,3,2.365,403.0,,2,2,3,I,I,,,"252 POLARIZED Ell C, PHONON"
"",,,,,,,,,,,,,,,ASSISTED TRANSITION.
639,As 2,S,,3,2.43,80.0 -5.10e-04,,2,2,5,U,,,,374
640,As 2,S,,5,2.62,80.0 -6.70e-04,,2,2,5,U,,,,374
641,As 2,S,,3,2.32,293.0 -5.10e-01,,2,2,5,U,,,,371·
642,As 2,S,,3,1.89,300.0,,2,2,5,I,I,,,714
643,As 2,S,,5,2.01,300.0,,2,2,5,I,I,,,714
644,As 2,S,,3,2.1,300.0,,2,2,5,D,I,,,714
645,As 2,S,,5,2.21,300.0,,2,2,5,D,I,,,714
646,As 2,S,,3,2.32,300.0,,2,2,5,U,,,,218
647,As 2,S,,3,2.36,300.0,,2,3,5,U,,,,218
648 As',2,S,,3,2.74,300.0 -6.92e-04,,2,2,3,U,,,,374 POLARIZED E II C.
649,As 2,S,,3,2.8,300.0 -6. 92e-04,,2,2,3,U,,,,374 POLARIZED E -L C.
650 As,,,,,1.2,300.0,,1,3,3,U,,,GREY,391
651,As,,,,.172,4.2,,2,7,3,D,D,,,420
652,As,,,,.346,4.2,,2,7,3,D,D,,,419
653,As,,,,1.07,300.0,,2,1,2,U,,,,280
654 As,1 Se,,,I,1.01,300.0,,I,2,5,I,I,,,712
655,As I,Se,,I,1.42,300.0,,I,2,5,D,I,,,712
656,As 2,Se,,3,1.77,300.0,,I,1,3,I,I,,,67
657,As 2,Se,,3,1.8,.0 -1.10e-03,,2,2,5,U,,,,368
658,As 2 Se,,,3,1.81,.0,,2,4,5,U,,,,199
659,As 2,Se,,3,1.85,.0,,2,2,5,U,,,,199
660 As,2,Se,,3,2.,.0 -8.00e-04,,2,2,3,U,,,,368
661,As 2,Se,,3,1.63,297.0,,2,2,5,U,,,,199
662,As 2,Se,,3,1.5,300.0 -1.1Oe-03,,2,2,5,U,,,,368
663,As 2,Se,,3,1.7,300.0 -8.ooe-04,,2,2,3,U,,,,368
664,As 2,Se,,3,1.7,300.0,,2,8,2,U,,,,417
665,As 2,Se,,3,1.73,300.0,,2,2,2,U,,,,203
666,As 2,Se,,3,1.1,300.0,,2,8,5,U,,,,380
667,As 1 Br,,,3,2.6,300.0,,1,2,4,U,,,ORANGE RED,25
668,As 2 Te,,,3,.48,300.0 -3.00e-04,,1,2,3,U,,,,368
669,As 1 Te,,,1,.74,293.0,,1,8,5,U,,,,490
670 As,2 Te,,,3,.58,.0 -3.00e-04,,2,2,3,U,,,,368
671,As 2 Te,,,3,1.1,.0 -1.60e-03,,2,2,5,U,,,,368
672,As 2 Te,,,3,.62,300.0 -1.60e-03,,2,2,5,U,,,,368
673,As 2 Te,,,3,.9,300.0,,2,8,2,U,,,,417
674,As 2 Te,,,3,1.,300.0,,2,2,4,U,,,,85
675,As 1,I,,3,2.29,300.0 -S.20e-M,,1,9,3,D,D,,,631
676,As 1 I,,,3,2.54,.0 -8.20e-04,,2,2,3,D,D,,,631
677,Se,S,,,1.9,300.0,,1,2,4,U,,,,668 50 % SULFUR.
678,Se,,,,1.71,300.0,,1,2,3,DD,,,,"528 TRIGONAL, POLARIZED E 1- C ."
679 Se,,,,,1. 72,300.0,,1,2,3,D,I,,,"528 TRIGONAL, POLARIZED Ell C."
680 Se,,,,,1. 75,300.0,,1,2,3,I,I,,,"244 HEXAGONAL, POLARIZED E ""C."
681,Se,,,,1.81,.0,,2,2,3,I,I,,,"528 TRIGONAL, POLARIZED E"" C. ."
682,Se,,,,2.85,.0 -2.38e-03,,2,3,3,U,,,,369 HEXAGONAL.
683,Se,,,,2.01,20.0,,2,2,3,DAD,,,,632 TRIGONAL.
684,Se,,,,1.8,77.0,,2,2,3,I,I,,,"528 TRIGONAL, POLARIZED E ""C."
685,Se,,,,2.3,80.0,,2,2,3,U,,,,291
686,Se,,,,1.56,300.0,,2,2,3,I,I,,,"528 TRIGONAL, POLARIZED £.11 C."
687,Se,,,,1.7,300.0,,2,2,3,U,,,,527
688 Se,,,,,1.77,300.0,,2,2,3,I,I,,,"244 HEXAGONAL, POLARIZED E -L C."
689,Se,,,,1.98,300.0,,2,2,3,U,,,,291
690 Se,,,,,2.01,300.0,,2,1,3,U,,,,"290 TRIGONAL, POLARIZED E -L C."
691,Se,,,,2.14,300.0 -2.38e-03,,2,3,3,U,,,,369 HEXAGONAL.
692,Se,,,,2.2,300.0,,2,1,3,DD,,,,544
693,Se,,,,1.85,300.0,,2,2,3,U,,,,512 HEXAGONAL.
694,Se,,,,2.4,300.0,,2,2,3,U,,,,512 HEXAGONAL.
"",1 2,3,,4,5,6 7,8,,9,10,,11,12,13,14 15
Entry,Compound,,,,E(g),Temp. dE/dT,R,,By,On,,Tr,Effect,Color,Ref Comment
No.,,,,,(eV),(Kelvin) (eV/Deg),,,,,,,,,
695,Se 1 Te,,,1,.64,300.0,1,,2,3,I,I,,,605
696,Se 3 Te,,,1,1.87,300.0,1,,2,2,U,,,,392
697,Se,Te,,,.561,300.0,2,,2,0,U,,,,358 50 % TELLURIUM.
698 Se,1 Te,,,1,1.58,300.0,2,,2,2,U,,,,392
699,Rb 1 F,,,1,10.4,80.0,1,,2,3,U,,,,198 ABSORPTION EDGE.
700,Rb 1,CI,,1,8.29,300.0,1,,2,3,U,,,,719
701,Rb 1 Cl,,,1,8.5,10.0,2,,2,3,DD,,,,616 TRANSITION G8- -> G6+.
702,Rb 1 CI,,,1,8.3,55.0,2,,1,3,DAD,,,,54 GEDGE.
703,Rb 1,Cl,,1,8.1,80.0,2,,2,3,DD,,,,501 TRANSITION GIS -> G1.
704,Rb 1 Cl,,,1,8.2,80.0,2,,2,3,U,,,,198
705,Rb 1 Br,,,1,7.2,80.0,1,,-2,3,DAD,,,,227 TRANSITION G8- -> G6+.
706,Rb 1 Br,,,1,7.25,55.0,2,,1,3,DAD,,,,54 GEDGE.
707,Rb 1 Br,,,1,7.65,80.0,2,,2,3,DD,,,,501 TRANSITION GIS -> G1.
708,Rb 1 Br,,,1,7.7,80.0,2,,2,3,U,,,,198
709,Rb 3,Sb,,1,1.,300.0,1,,2,2,DD,,,,588
710 Rb,3,Sb,,1,.9,300.0,2,,4,0,I,I,,,321
711,Rb 3,Sb,,1,1.,300.0,2,,2,2,U,,,,586
712,Rb 3,Sb,,1,1.7,300.0,2,,2,0,D,I,,,321 VALUE VARIES: 1.6-1.8 EV.
713,Rb 2 Te,,,1,4.5,300.0,1,,3,0,U,,,,298
714,Rb 1 I,,,1,5.83,300.0,1,,2,3,DD,,,,501 TRANSITiON GIS -> G1.
715,Kb 1,1,,1,0.26,10.0,2,,2,3,DD,,,,"616 TRANSITION C8- - ,>('..6+"
716,Rb 1 I,,,1,6.37,10.0,2,,3,1,U,,,,305
717,Rb 1 I,,,1,6.25,55.0,2,,1,3,DAD,,,,54 GEDGE.
718,Rb 1 I,,,1,6.05,80.0,2,,2,3,DD,,,,501 TRANSITION GIS -> G1.
719 Rb,1 I,,,1,6.1,80.0,2,,2,3,U,,,,607 ABSORPTION EDGE.
nu Kb,1 I,,,1,6.1,80.0,2,,2,3,U,,,,198 ABSORPTION EDGE-
721,Rb 1 I,,,1,6.36,80.0,2,,3,1,U,,,,305
722,Sr 1 0,,,1,5.77,70.0,1,,2,2,U,,,,546
723,Sr 1 0,,,1,5.7,300.0,2,,1,4,U,,,,659
724 Sr,1 0,,,1,1.16,873.0,2,,4,0,U,,EPT,,473 ACTIVATION ENERGY.
725,Sr 1,S,,1,4.76,113.0,1,,2,2,U,,EPT,,709
726,Sr 1,S,,1,4.8,70.0,2,,2,3,U,,EPT,,546
727,Sr 1 Se,,,1,4.42,113.0,1,,2,2,U,,EP,WHITE,709
728,Sr 1 Se,,,1,4.45,70.0,2,,2,3,U,,EP,WHITE,546
729 Sr,1 Te,,,1,3.73,113.0,1,,2,2,U,,,,709
730,Sr 1 Te,,,1,3.77,70.0,2,,2,3,U,,,,546
731,Y 1,N,,1,1.9,300.0,1,,2,4,U,,,,556
732,Y 2,0,,3,5.6,·300.0,1,,2,3,U,,,BLUE,469 ABSORPTION EDGE.
733,Y 2,0,,3,1.46,873.0,2,,4,0,U,,,,473 ACTIVATION ENERGY.
734,Zr,C,,,.6,293.0,1,,4,0,U,,T,,247 ACTIVATION ENERGY.
135,Zr 6,U,,1,.1H,3OU.0,1,,4,4,U,,,,240
". 736 Zr",30,,,1,.2,300.0,1,,4,4,U,,,,240
737,Zr 1,0,,2,4.99,300.0,1,,1,4,U,,,,68
738,Zr 1 0,,,2,0.65,873.0,2,,4,6,U,,,,473 ACTIVATION ENERGY.
739,Zr 1,0,,2,0.56,523.0,2,,4,4,U,,EPT,COLORLESS,169 ACTIVATION ENERGY.
740,Zr 1 ~,,,:l,1.6H,300.0 -4.20e-04,1,,2,3,I,I,,VIOLET,261
741,Zr 1 S,,,2,2.75,300.0',1,,1,3,D I,,,,261
742,Zr 1 S,,,3,2.17,300.0,1,,2,3,U,,,COPPER RED,265
743,Zr 1,S,,3,2.28,300.0,2,,3,3,U,,,COPPER RED,265
744,Zr 1 S,,,2.,.85,300.0,2,,4,4,U,,P,,542
745,Zr 1 Se,,,2,2.,300.0,1,,1,3,D,1,,,261
746,Zr 1 Se,,,3,1.25,300.0,1,,2,3,U,,,DKGREY,265
747,Nb 1,N,,1,,. 0,2,,0,0,U,,,,371 SUPERCONDUCTOR.
748,Nb 1 0,,,2,0.25,300.0,1,,4,0,U,,,,"331 ACTIVATION ENERGY, SEE ALSO"
"",,,,,,,,,,,,,,,"REV. MOD. PHYS., 40, 714 (1968)."
749,Nb 2,0,,5,3.48,300.0,1,,2,2,I,I,,,188
750,Nb 2,0,,5,1.65,573.0,2,,4,3,U,,EPT,,262 ACTIVATION ENERGY.
751,Nb 2,0,,5,3.08,300.0,2,,1,4,U,,,,659
752,Nb 2,S,,3,.12,300.0,1,,4,4,U,,,,542
753,Nb 1 Se,,,2,1.4,293.0,1,,1,3,DD,,,,26
754 Mo,1 0,,,3,3.66,300.0,:l,,4,3,U,,,,173
755,Mo 1,0,,3,3.23,0.0 -6.20e-04,1,,2,3,U,,,,173 POLARIZED E 1. C.
756,Mo 1,0,,3,3.66,0.0 -9.30e-04,1,,2,3,U,,,,173 POLARIZED E 1. C.
757,Mo 1,0,,3,2.8,"300.0 ""':6.20e-04",1,,2,3,E,,,,173 POLARIZED E 1. C.
758,Mo 1,0,,3,2.96,300.0 -9.30e-04,1,,2,3,E,,,,173 POLARIZED E II C.
759,Mo I,0,,3,3.54,300.0,:l,,4,;3,U,,,,194
760,Mo 1 0,,,3,3.7,300.0,2,,2,2,E,,,,171
761,Mo 1 Si,,,2,,.0,2,,,,,,,,466
762,Mo 1,S,,2,1.89,290.0,1,,2,3,U,,,,212
763,Mo 1,S,,2,.25,300.0,1,,2,3,I,I,,,148
764 Mo,1 S,,,2,1.935,70.0,2,,2,3,E,,,,211
765,Mo 1,S,,2,1.83,290.0,2,,2,3,E,,,,225
766,Mo 1,S,,2,0.874,250.0,2,,4,3,U,,,,212 ACTIVATION ENERGY.
767,Mo 1,S,,2,1.,300.0,2,,4,4,U,,,,542
768,Mo 1 Te,,,2,.83,302.0,1,,2,3,I,I,,,398
769,Mo 1 Te,,,2,1.02,.0 -5.40e-04· 2,,,2,3,I,I,,,398
770,Mo 1 Te,,,2,1.08,77.0 -1.50e-04,2,,2,3,E,,,,354
771,Mo 1 Te,,,2,1.82,300.0,2,,,,E,,,,226
772,Ru 1 P,,,2,1.,300.0,1,,1,4,U,,,,310
773,Ru 1,S,,2,1.8,300.0,1,,1,4,U,,,,311
"",1 2,3,4,,5,6 7,,8,9,10,11,12,13,14 15
Entry,Compound,,,,E(g),Temp. dE/dT,,R,By,On,Tr,Effect,Color,Ref Comment
No.,,,,,(eV),(Kelvin) (eV/Deg),,,,,,,,
774,Ru 1 As,,2,,.8,300.0,,1,1,4,U,,,310
775,Ru 1 Se,,2,,1.,300.0,,1,1,4,U,,,311
776,Ru 1 Sb,,2,,.3,300.0,,1,4,4,U,,,310
777,Ru 1 Te,,2,,.25,300.0,,1,4,4,U,,,311
778,Ru 1 Te,,2,,.25,300.0,,2,4,4,U,,,717
779 Rh,2,S,3,,.8,300.0,,1,4,6,U,,,312
780,Rh 1 S,,3,,1.5,300.0,,1,2,6,U,,,312
781,Rh 1 Se,,2,,.6,.0,,1,2,6,U,,,312 METALLIC AT HIGH
"",,,,,,,,,,,,,,TEMPERATURES.
782,Rh 1 Se,,3,,.7,300.0,,1,2,6,U,,,312
783,Pd 1 0,,1,,1.5,300.0,,1,4,2,U,,,479
784 Pd,1 0,,1,,.6,300.0,,2,1,4,U,,,309
785,Pd 1 P,,2,,.65,300.0,,1,4,4,U,,,311
786,Pd 1 S,,1,,.5,300.0,,1,4,3,U,,,309
787,Pd 1 S,,2,,.75,300.0,,1,4,3,U,,,309
7MM,Pd 1 As,,2,,,.U,,2,,,,,,311 MKrALLlC.
789,Pd 1 Se,,1,,.2,300.0,,1,4,3,U,,,309
790,Pd 1 Se,,2,,.4,300.0,,1,4,3,U,,,309
791,Pd 1 In,,1,,,.0,,2,,,,,,330 METALLIC.
792,Pd 1 Sb,,2,,,.0,,2,,,,,,311 METALLIC.
793,Pd 1 Te,,2,,1.8,293.0,,1,,,,,,720
794,Ag 1 N,,3,,3.9,300.0,,1,3,4,U,,,686
795,Ag 1 N,,3,,3.44,77.0,,2,2,3,E,,,434
796,Ag 20,,1,,1.2,300.0 2.00e-03,,1,3,2,U,,,224
797,Ag 20,,1,,1.5,300.0,,2,4,2,U,,,224
798,Ag 2 0,,1,,1.591,20.0,,2,2,3,E,,,266
799,Ag 2 0,,1,,0.64,500.0,,2,4,0,U,,,608 ACTIVATION ENERGY.
800,Ag 2 F,,1,,,.0,,2,0,0,U,,,23 SUPERCONDUCTOR.
801,Ag 2 S,,1,,1.03,296.0,,1,3,2,U,,,318 B-PHASE.
802,Ag 2 S,,1,,.87,300.0,,1,2,1,DD,,,234 A-PHASE.
803,Ag 2 S,,1,,1.23,77.0,,2,3,.2,U,,,318 B-PHASE.
804,Ag 2 S,,1,,1.,300.0,,2,1,3,D D,,,570
805,Ag 1 Cl,,1,,3.25,300.0,,1,2,3,I I,,,557
806,Ag 1 Cl,,. 1,,5.13,300.0,,1,2,3,D I,,,557.
807,Ag 1 CI,,1,,3.22,.0,,2,2,3,I I,,,108
808,Ag 1 CI,,1,,5.1,.0,,2,9,0,D I,,,113 TRANSITION GIS -> G1.
809,Ag 1 CI,,1,,3.246,4.2,,2,2,3,I I,EPT,,III
810,Ag 1 Cl,,1,,3.25,4.2,,2,2,3,I I,,,113
811,Ag 1 CI,,1,,3.252,4.2,,2,2,3,I I,,,334
812,Ag 1 CI,,1,,3.22,77.0,,2,2,3,I I,,,113
813,Ag 1 CI,,1,,3.226,77.0,,2,2,3,I I,EPT,,III
814,Ag 1 CI,,1,,3.08,300.0,,2,2,3,I I,,,113
815,Ag 2 Se,,1,,.13,80.0,,1,2,4,DD,,,161 B2-PHASE.
816,Ag 2,Se,1,,.07,.0,,2,4,4,DD,,,161 BI-PHASE.
S17,Ag 2,Se,I,,.IS,.0,,2,4,4,D n,,,161 R2-PHASF..
818,Ag 2 Se,,1,,.05,.0,,2,4,4,U,,,48
819,Ag 2 Se,,1,,.18,.0,,2,4,4,U,,,48
820,Ag 1 Br,,1,,2.68,300.0,,1,2,3,I I,,,557
821,Ag 1 Br,,1,,4.29,300.0,,1,2,3,D I,,,557
822,Ag 1 Br,,1,,2.97,.0 -1.36e-03,,2,2,3,I I,,,504
823,Ag 1 Br,,1,,4.292,.0,,2,2,3,E,,,108
824,Ag 1 Br,,1,,2.683,4.2,,2,2,3,U,P,,III
825,Ag 1 Br,,1,,2.69,4.2,,2,2,3,I I,,,113
826 Ag,1 Br,,1,,2.691,4.2,,2,2,3,I I,,,334
827,Ag 1 Br,,1,,2.676,77.0,,2,2,3,U,P,,III
828,Ag 1 Br,,1,,2.68,77.0,,2,2,3,I I,,,113
829,Ag 1 Br,,1,,2.52,300.0,,2,2,3,I I,,,113
830,Ag 1 Br,,1,,2.6,300.0 -1.36e-03,,2,2,3,I I,,,504
831,Ag 2 Te,,1,,.064,300.0,,1,2,2,DD,,,164 B-PHASE.
832,Ag 1,Te,1,,.85,300.0,,1,2,4,U,,,576
833,Ag 2 Te,,1,,.064,.0,,2,8,4,U,,,160 B-PHASE.
834,Ag 2 Te,,1,,.025,300.0,,2,8,2,U,,,491 B-PHASE.
835,Ag 2 Te,,1,,.028,300.0,,2,4,0,U,,,681 B-PHASE.
836,Ag 2 Te,,1,,0.13,300.0,,2,4,2,U,,,12 ACTIVATION ENERGY.
837,Ag 2 Te,,1,,.28,300.0,,2,8,0,U,,,645 A-PHASE.
838,Ag 2 Te,,1,,.85,300.0,,2,1,3,U,,,576
839,Ag 2 Te,,1,,.064,.0,,2,4,3,U,,,160 B-PHASE.
840 Ag,2 Te,,1,,.67,300.0,,2,2,3,U,,,29 B-PHASE.
841,Ag 2 Te,,1,,.2,600.0,,2,8,6,U,,,645 A-PHASE.
842,Ag 1,I,1,,2.919,80.0,,2,2,1,E,,,134
843,Ag 1 I,,1,,2.82,300.0,,2,2,2,U,P,,385
844,Cd 1 0,,1,,1.2,300.0 -3.30e-04,,1,2,3,I I,,,19
845,Cd 1 0,,1,,2.3,300.0,,1,2,3,D I,,,19 TRANSITION GIS -> Gl.
846,Cd 1 0,,1,,2.35,295.0,,2,1,3,U,,,453
847,Cd 1 F,,2,,6.,300.0,,1,8,3,U,PT,COLORLESS,21
848 Cd,1 P,,2,,1.55,293.0 -4.20e-04,,1,,,I I,,,"574 TETRAGONAL, POLARIZED E 1. C."
849,Cd 1 P,,2,,1.65,293.0 -3.70e-04,,1,,,I I,,,"574 TETRAGONAL, POLARIZED E ""C."
850,Cd 1 P,,2,,1.92,293.0 -8.60e-04,,1,,,D I,,,574 TETRAGONAL.
851,Cd 1 P,,2,,2.02,293.0 -1. 12e-04,,1,2,3,U,P,DKRED,698
852,Cd 3,P,2,,.52,300.0,,1,4,S,U,,,700
"",1 2,3,,4,5,6 7,,8,9,10,11,12,13,14 15
Entry,Compound,,,,E(g),Temp. dE/dT,,R,By,On,Tr,Effect,Color,Ref Comment
No.,,,,,(eV),(Kelvin) (eV/Deg),,,,,,,,
853,Cd 1 P,,,4,1.,300.0,,1,2,4,U,,,699
854,Cd 3 P,,,2,.58,4.2,,2,8,3,U,L,,84
855,Cd 3 P,,,2,.589,4.2,,2,8,3,U,PL,GREY,83
856,Cd 3 P,,,2,.586,77.0,,2,8,3,U,PL,GREY,83
857,Cd 1 P,,,2,2.15,77.0 -1.12e-04,,2,2,3,U,P,DKRED,698
858,Cd 3 P,,,2,.55,300.0,,2,0,0,U,,,602
859,Cd 1 P,,,2,1.93,300.0 -7.00e-04,,2,3,3,U,,,365
860,Cd 1 P,,,4,1.15,300.0,,2,4,4,U,,,9
861,Cd I,S,,1,2.41,300.0,,1,3,3,DAD,,,58 POLARIZED E 1. C.
862,Cd 1 S,,,1,2.425,300.0,,1,3,3,DAD,,,58 POLARIZED E II C.
863,Cd I,S,,I,2.526,4.2,,2,8,3,E,L,,316
864,Cd 1 S,,,I,2.582,4.2,,2,I,3,DD,,,617 CUBIC.
865,Cd 1 S,,,1,2.386,250.0,,2,8,3,E,L,,316
866,Cd 1 S,,,I,2.582,4.2 -4.90e-04,,2,2,3,U,,,87
867,Cd 1 S,,,1,2.573,77.0 -4.90e-04,,2,2,3,U,,,88
S6S,Cd I,CI,,2,5.7,300.0,,1,1,4,U,,,611
869,Cd I,Cl,,2,5.8,.0,,2,0,0,U,,,537
870,Cd I,As,,2,1.,297.0,,1,2,3,U,,,629 POLARIZED E IIC.
871,Cd 3 As,,,2,.13,300.0,,1,2,3,U,,,629
872,Cd 1 As,,,2,1.04,297.0,,2,2,3,U,,,629 POLARIZED E1. C.
1373,Cd 3,As,,2,.14,300.0,,2,8,3,U,,,701
874,Cd I,As,,2,.89,300.0,,2,2,2,U,,,293
875,Cd 3 As,,,2,.048,4.2,,2,7,3,U,,,278
876,Cd 3 As,,,2,0.425,300.0 -5.80e-04,,2,4,3,U,,GREY,638
877,Cd 3 As,,,2,.53,300.0,,2,3,3,U,,GREY,638
B7B,Cd 1,Sc,,1,1.714,293.0 -3.60c-01,,I,3,3,E,,,1.95 POLARIZED E J.. C_
879,Cd 1 Se,,,1,1.816,4.2,,2,3,3,E,,,495 POLARIZED E1. C.
880,Cd 1 Se,,,1,1.83,4.2,,2,3,3,E,,,495 POLARIZED E IIC.
881,Cd 1 Se,,,1,1.840,4.2,,2,2,3,DAD,,,577 POLARIZED E 1. C.
882,Cd 1 Se,,,I,1.865,4.2,,2,2,3,DAD,,,577 POLARIZED E II e.
883,Cd 1 Se,,,1,1.815,77.0 -3.60e-04,,2,3,3,E,L,,495 POLARIZED E 1. C.
884,Cd 1 Se,,,1,1.821,77.0,,2,3,3,E,,,495 POLARIZED E IIC.
885,Cd 1 Se,,,I,1.733,293.0,,2,3,3,E,,,495 POLARIZED E Ie.
886,Cd 1 Br,,,2,4.47,300.0,,1,I,4,U,,,611
887,Cd 1 In,,,1,.6,300.0,,1,9,0,U,,,606
888,Cd 1 Sb,,,1,.45,300.0,,1,2,3,1 I,,,572
889,Cd 4 Sb,,,3,1.25,300.0,,I,2,3,U,,,572
890,Cd I,Sb,,1,.535,.0 -3.56e-04,,2,3,3,U,,,4
891,Cd I,Sb,,I,.57,.0 -6.00e-04,,2,4,3,I I,,,442
892,Cd 1 Sb,,,1,.585,78.0 -5.40e-04,,2,2,3,U,,,628
893,Cd 1 Sb,,,1,.428,300.0 -3. 56e-04,,2,3,3,U,,,4
894,Cd 1 Sb,,,1,.43,300.0,,2,2,3,IAI,,,696
895,Cd 1 Sb,,,1,.45,300.0 -6.ooe-04,,2,2,3,I I,,,442
896,Cd I,Sb,,1,.465,300.0 -5.40e-04,,2,2,"3,",U,,,628
897,Cd 1 Sb,,,1,.7,300.0,,2,2,3,D I,,,5
898,Cd I,Te,,I,1.517,300.0,,1,5,3,D D,,,409 TRANSITION GIS -> G1.
899,Cd 1 Te,,,I,1.595,6.0,,2,5,3,D D,,,409 TRANSITION GIS -> G1.
900,Cd 1 Te,,,1,1.594,20.0,,2,5,3,D D,,,409 TRANSITION GIS -> G1.
901,Cd 1 Te,,,1,1.58,300.0,,2,4,3,DAD,,,302
902,Cd 1 I,,,2,3.266,300.0,,1,2,3,I I,,,183
903,Cd 1 I,,,2,3.857,3OO.U,,1,2,3,D I,,,183
904,Cd 1 I,,,2,3.478,77.0,,2,2,3,I I,,,183
905,Cd 1 I,,,2,3.8,77.0,,2,3,3,I I,,,682
906,Cd I,I,,2,4.228,80.0,,2,2,3,D I,,,183
907,Cd I,I,,2,3.2,290.0 -1.50e-03,,2,3,3,U,,,688
908,Cd I,1,,2,3.19,300.0 -1.20e-03,,2,2,3,1 1,"1""",WHlTJ!:,261
909,Cd 1 I,,,2,3.2,300.0,,2,3,3,I I,,,682
910 Cd,I,I,,2,6.25,77.0,,2,2,2,E,,,627
911,Cd I,I,,2,3.26,300.0,,2,1,4,U,,,611
912,Cd 3 Bi,,,2,.2,300.0,,1,9,0,U,,,602 PROBABLY METALLIC.
913,In 1 N .,,,1,2.4,300.0,,1,9,0,U,,BLACK,482
914,In 2 0,,,3,2.619,300.0,,1,2,3,IFI,E,YELLOW,670
915,In 2 0,,,3,3.75,300.0,,1,2,3,D I,E,YELLOW,670
916,In 2 0,,,3,2.8,300.0,,2,1,3,I I,,,669
917,In 2 0,,,3,3.55,300.0,,2,2,2,D I,,,642
918,In 1 P,,,1,1.351,298.0 -2.90e-04,,1,2,3,DD,,,630
919,In 1 P,,,1,1.413,77.0,,2,2,3,U,L,,205
920,In 1 P,,,1,1.34,300.0,,2,5,3,DD,L,DKGREY,132
921,In 1 P,,,1,1.45,300.0,,2,2,2,U,EP,,395
922,In 1 P,,,1,1.41,.0,,2,0,0,U,,,552
923,In 2 S,,,3,1.1,300.0,,1,4,3,I I,,RED,523 ACTIVATION ENERGY.
924,In 2 S,,,3,2.03,300.0 -7.00e-04,,1,2,3,D I,,RED,523
925,In 1 S,,,1,1.86,300.0,,1,4,3,U,,,539
926,In 4 S,,,5,.9,300.0 -3.00e-04,,1,3,3,U,,,413
927,In 2 S,,,3,2.28,.0 -1.04e-03,,2,2,3,U,,,230
928,In 1 As,,,1,.356,298.0,,1,6,3,DD,EP,DKGREY,8
929,In 1 As,,,1,.41,.0,,2,6,1,U,,,507
930,In 1 As,,,I,.410,.0,,2,6,3,DD,EP,DKGREY,8
931,In 1 As,,,1,.409,20.0,,2,6,3·,D D,EP,DKGREY,8
932,In 1 As,,,1,.412,20.0,,2,8,3,U,L,,70
"",1 2,3,,4,5,6 7,,8,9,10,11,12,13,14 15
Entry,Compound,,,,E(g),Temp. dE/dT,,R,By,On,Tr,Effect,Color,Ref Comment
No.,,,,,(eV),(Kelvin) (eV/Deg),,,,,,,,
933,In 1 As,,,1,.404,80.0,,2,6,3,DD,EP,DKGREY,8
934,In 1 As,,,1,.33,300.0,,2,2,3,DAD,P,,120
935,In 1 Se,,,1,1.187,293.0 -4.20e-04,,1,2,3,I I,,,24
936,In 1 Se,,,1,1.293,293.0 -3.ooe-04,,1,2,3,D I,,,24
937,In 2 Se,,,1,.65,300.0,,1,2,3,DFD,,,73
938,In 2 Se,,,1,.828,300.0 -5.50e-04,,1,2,3,DAI,,,73
939,In 2,Se,,3,1.2,300.0,,1,2,4,U,,BLACK,107
940,In I,Se,,1,1.285,90.0 -4.20e-04,,2,2,3,I I,,,24
941,In I,Se,,1,1.357,90.0 -.3.00e-04,,2,2,3,D I,,,24
942,In I,Se,,I,1.12,300.0,,2,2,3,I I,,,711
943,In 1 5e,,,I,1.19,300.0,,2,I,3,U,,,15
944,In 1 5e,,,1,2.42,300.0,,2,2,3,D I,,,711
945,In 1 Se,,,I,1.05,300.0,,2,2,4,U,,,107
946,In 1 Sb,,,I,.17,300.0,,1,2,3,DD,,,343
947,In 1 5b,,,I,.235,4.2,,2,6,3,DD,,,715
948,Tn 1 Sb,,,1,.236,4.2 -2.90e-04,,2,2,3,lJ,L,,624
949,In 1 Sb,,,I,.175,300.0 -2.90e-04,,2,2,3,U,L,,624
950,In 1 5b,,,1,.234,4.2,,2,8,3,DAD,,,72
951,In I,Sb,,1,.236,4.2,,2,8,3,U,L,,498
952,In 2 Te,,,3,.84,300.0 -2.00e-04,,I,1,3,IAI,,,458
953,In 2 Te,,,3,1.12,300.0 -2.ooe-04,,1,1,3,DAI,,,458
954,In 2 Te,,,3,1.15,.0,,2,4,3,DAI,,,375
955,In 2 Te,,,3,1.11,300.0,,2,2,3,DAI,,,375
956,In 2 Te,,,3,.85,300.0,,2,2,3,I I,,,281
957,In 2 Te,,,3,1.026,300.0 -3.50e-04,,2,4,4,U,,,707
95g,In 2,Te,,3,L09,300.0,,2,2,4,U,,,231 VALVE VARIES! 1.04-1.14 EV.
959,In 2 Te,,,3,L,300.0,,2,0,0,U,,BLACK,263
960,Sn I,0,,2,2.7,300.0,,I,2,2,I I,,BLACK,585 POLARIZED E 1. C.
